word1;word1 definitions;word2;word2 definitions;word1 sound; word2 sound
ob'iidtedse;['обидеться на кого-что (немного)'];ob'iidtedte;['обидеться на кого-что'];s;t
ogknužne;['стыдиться кого-чего и с неопр., смущаться (постоянно', 'иногда, бывало)'];ogknužse;['постыдиться кого-чего и с неопр.'];n;s
ogknedne;[];ogknedte;[];n;t
ozant;['поиск'];uzant;['сбор (ягод)'];o;u
ozne;['искать кого-что, чего, тж. перен., разыскивать кого-что (постоянно', 'иногда, бывало)'];ozče;['то же, что [b]ознэ'];n;č
ozne;['искать кого-что, чего, тж. перен., разыскивать кого-что (постоянно', 'иногда, бывало)'];uzne;['собирать ягоды (постоянно', 'иногда, бывало)'];o;u
oozxe;['понуд. к [b]о̄дзэ'];uzxe;[];oo;u
ozeč;['сказ. любитель искать, любящий разыскивать кого-что'];uzeč;['сказ. быстрый сборщик (ягод)'];o;u
oodt;['тж. сказ. новый, нов'];oollt;['дальний, далёкий'];d;ll
oodt;['тж. сказ. новый, нов'];eedt;['жир'];oo;ee
oodtse;['заново', 'снова', 'переписать что'];oodtše;['считать что-л. новым'];s;š
oodtše;['считать что-л. новым'];ooxxtše;['считать кого-л. одиноким'];d;xx
oojjktedne;['прям., перен. отталкиваться от кого-чего (постоянно', 'иногда, бывало)'];oojjktedte;['прям., перен. оттолкнуться от кого-чего'];n;t
oollk;['перекладина (в вешале, в жилом помещении и т. п.)'];oollt;['дальний, далёкий'];k;t
ooleɲ';['бот. багульник'];eleɲ';['анат. десна'];oo;e
oohpnuvne;['учиться, обучаться у кого, где-л. (иногда, бывало)'];oohpnuvse;['поучиться у кого, где-л. (немного)'];n;s
oohpnuvne;['учиться, обучаться у кого, где-л. (иногда, бывало)'];oohpnuvxe;[];n;x
oohpnuvse;['поучиться у кого, где-л. (немного)'];oohpnuvxe;[];s;x
paagk;['упрямство', 'настойчивость, упорство'];paaјјk;['лоскут', 'кусок (чего-л.)', 'край, сторона, местность', 'предмет, вещь ж', 'предмет, тема'];g;јј
paagk;['упрямство', 'настойчивость, упорство'];paaŋŋk;['узда, уздечка'];g;ŋŋ
paagk;['упрямство', 'настойчивость, упорство'];paar̥r̥k;['кора (деревьев)'];g;r̥r̥
paagk;['упрямство', 'настойчивость, упорство'];paacck;['(па̄цк) II', 'шишка (сосны, ели)', 'анат. фаланга (пальца, копыта)'];g;cc
paagk;['упрямство', 'настойчивость, упорство'];pugk;['весь (вся, всё', 'все мн.)'];aa;u
paagk;['упрямство', 'настойчивость, упорство'];saagk;['ножовка'];p;s
paagk'e;['упрямиться', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону'];pagk'e;['прям., перен. щипать кого-что', 'перен. обирать / обобрать кого'];aa;a
paagkje;['стать упрямым, заупрямиться', 'стать настойчивым, упорным в чём'];peegkje;[];aa;ee
paagkje;['стать упрямым, заупрямиться', 'стать настойчивым, упорным в чём'];paaŋŋkje;['надеть узду на кого', 'обуздать кого, тж. перен.'];g;ŋŋ
paagkje;['стать упрямым, заупрямиться', 'стать настойчивым, упорным в чём'];poogkje;[];aa;oo
paagk'jes';['. упрямый', 'настойчивый, упорный'];paahk'jes';['гористый'];g;h
paagk'le;['начать упрямиться, заупрямиться', 'начать настаивать на чём (упорствовать в чем), начать держать чью-л. сторону'];caagk'le;[];p;c
paagk'le;['начать упрямиться, заупрямиться', 'начать настаивать на чём (упорствовать в чем), начать держать чью-л. сторону'];caagk'le;[];p;c
paag'se;['поупрямиться (немного)', 'поупорствовать в чём, постоять на своём (немного)'];paag'xe;['понуд. к [b]па̄гке'];s;x
paag'se;['поупрямиться (немного)', 'поупорствовать в чём, постоять на своём (немного)'];caag'se;['сунуть что во что (быстро)', 'толкнуть кого-что (быстро)'];p;c
paag'se;['поупрямиться (немного)', 'поупорствовать в чём, постоять на своём (немного)'];caag'se;['сунуть что во что (быстро)', 'толкнуть кого-что (быстро)'];p;c
paag'xuvve;['устать спорить (упрямиться)', 'устать настаивать (на своём)', 'настоять (на своём)'];paakxuvve;['страд. к [b]па̄һкэ'];g';k
paag'xe;['понуд. к [b]па̄гке'];pag'xe;[];aa;a
paag'xe;['понуд. к [b]па̄гке'];caag'xe;['понуд. к [b]ца̄гке'];p;c
paag'xe;['понуд. к [b]па̄гке'];caag'xe;['понуд. к [b]ца̄гке'];p;c
paag'xe;['понуд. к [b]па̄гке'];čaag'xe;[];p;č
poagne;['упрямиться (постоянно', 'иногда, бывало)', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону (постоянно', 'иногда, бывало)'];poagče;['то же, что [b]поагнэ'];n;č
poagne;['упрямиться (постоянно', 'иногда, бывало)', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону (постоянно', 'иногда, бывало)'];poagše;['считать кого-л. упрямым', 'считать кого-л. упорным, настойчивым'];n;š
poagne;['упрямиться (постоянно', 'иногда, бывало)', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону (постоянно', 'иногда, бывало)'];peegne;['прям., перен. щипать кого-что (постоянно', 'иногда, бывало)', 'перен. обирать кого (постоянно', 'иногда, бывало)'];oa;ee
poagne;['упрямиться (постоянно', 'иногда, бывало)', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону (постоянно', 'иногда, бывало)'];poakne;['потеплеть'];g;k
poagne;['упрямиться (постоянно', 'иногда, бывало)', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону (постоянно', 'иногда, бывало)'];poajne;['привыкать к кому-чему, осваиваться, сживаться, свыкаться с кем-чем (постоянно', 'иногда, бывало)'];g;j
poagne;['упрямиться (постоянно', 'иногда, бывало)', 'настаивать на чём, упорствовать в чём, стоять на своём, держать чью-л. сторону (постоянно', 'иногда, бывало)'];poajjne;['красить / выкрасить, покрасить, окрашивать / окрасить что', 'краситься'];g;jj
